,track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
886,TRCRUXS128F92F1ED1,Long Black Veil,The Band,https://p.scdn.co/mp3-preview/9020ba157d0ccc84502583c024aee1e81e5738b8?cid=774b29d4f13844c495f206cafdad9c86,1U0khy9G9wVx6r4m6FENi4,"rock, classic_rock, 60s, country, cover",Folk,1989,186266,0.578,0.342,7,-14.628,1,0.0317,0.666,0.0,0.155,0.649,139.955,4
1244,TRFZMAX12903CCA3FE,Bonitas,Lesiëm,https://p.scdn.co/mp3-preview/c20749f8eb7e55091a588492bdf3895587c2c30f?cid=774b29d4f13844c495f206cafdad9c86,2UBWZqBuiHrrPcuNyRW3Me,new_age,Latin,2006,354400,0.508,0.469,7,-8.994,0,0.0275,0.137,0.0073,0.159,0.258,140.049,4
900,TRFOTVS128F92D858D,I'm So Lonesome I Could Cry,Hank Williams,https://p.scdn.co/mp3-preview/3da2a512bc5e7ba6d1b52e53aec5ebfbb05d9694?cid=774b29d4f13844c495f206cafdad9c86,00DbaFkjHtnOIzuVRo9BgJ,"country, oldies",Country,2014,169440,0.648,0.164,4,-14.274,1,0.032,0.85,0.000252,0.154,0.546,111.226,3
1035,TRUJRKW128F424A74F,Like A Hurricane,The Mission,https://p.scdn.co/mp3-preview/4058e03ce7ec5bb0512e581f1f63e374c35bd048?cid=774b29d4f13844c495f206cafdad9c86,1wPXcnp0iWCc2NqklKJ9Od,"gothic, cover",Blues,2009,268520,0.267,0.9,7,-7.076,1,0.0685,0.182,1.15e-05,0.776,0.285,146.838,4
77,TRIRPBD128F92F6262,I've Seen It All,Björk,https://p.scdn.co/mp3-preview/f3b19ad327a4b524f9e47b90eae8a524ecef7ac8?cid=774b29d4f13844c495f206cafdad9c86,0E0oWHnzTsyBIZXEGeM7sS,"electronic, alternative, female_vocalists, experimental, soundtrack, trip_hop, beautiful, mellow",Folk,2005,364720,0.313,0.164,2,-15.47,1,0.0369,0.815,5.99e-05,0.0369,0.205,129.188,4
84,TRDFQMM128F424A412,Diamond Heart,Lady Gaga,https://p.scdn.co/mp3-preview/702ea3191a1cd8b2b4efb204d8d7247b7c631296?cid=774b29d4f13844c495f206cafdad9c86,1B6EBoYD5PMBTjpL3aABp1,"rock, pop, metal, heavy_metal, thrash_metal, country, noise, pop_rock",Folk,2016,210426,0.662,0.632,3,-5.427,0,0.0632,0.0585,2.73e-06,0.131,0.402,127.754,4
834,TRDTODK128F1458778,The Earth Dies Screaming,UB40,https://p.scdn.co/mp3-preview/ca8dc53a0f41f8ee7b4d6973c0166832fad141cb?cid=774b29d4f13844c495f206cafdad9c86,2KDAloKZHem2jgKtowV7Wz,reggae,Reggae,2014,497973,0.799,0.256,5,-14.81,1,0.0686,0.0175,0.0459,0.0753,0.418,120.506,4
82,TRDNOZL128F4235294,Dirty Business,The Dresden Dolls,https://p.scdn.co/mp3-preview/ca4a746031bf5dae594ede778acfb172ef90e86d?cid=774b29d4f13844c495f206cafdad9c86,41MFscsRs7TXp9ReR72TYU,"female_vocalists, piano",Blues,2006,216800,0.554,0.918,3,-3.246,1,0.0355,0.251,5.24e-05,0.241,0.774,110.642,4
457,TRFNMWZ128F42648B9,Steam,Peter Gabriel,https://p.scdn.co/mp3-preview/f74b52c24f4030f2a5da42c145a1be3aae045b93?cid=774b29d4f13844c495f206cafdad9c86,01u9jKfINMgxHq6twd3jbp,"rock, pop, progressive_rock",Country,2003,362826,0.701,0.886,3,-4.94,0,0.0824,0.114,0.000181,0.133,0.673,108.513,4
918,TRXKWPB128F4242DFB,Get Drunk And Be Somebody,Toby Keith,https://p.scdn.co/mp3-preview/ec2f16ee05ff7da247949b70f4d2f74c3cd1eba0?cid=774b29d4f13844c495f206cafdad9c86,0mQwzu0pIf3JiAQcVALZho,country,Country,2006,178840,0.628,0.896,2,-4.132,1,0.0557,0.229,0.0,0.365,0.666,128.06,4
676,TRXSANW128F92E4B6F,Page One,Texas in July,https://p.scdn.co/mp3-preview/57981e2e1bbd9416781e616b88dbc66649abf708?cid=774b29d4f13844c495f206cafdad9c86,1JHmIyUJ7fbPlJOJqHzojj,metalcore,RnB,2009,99533,0.53,0.972,1,-3.426,1,0.133,1.16e-05,0.251,0.384,0.265,129.984,4
984,TRXUQEJ128F92E1232,Everything Has Its Point,Rival Schools,https://p.scdn.co/mp3-preview/15d5bf7adf161a1d8f06fc115006736ab22a8223?cid=774b29d4f13844c495f206cafdad9c86,01TxlIu2vVrtYZ7IsOilXs,"rock, indie_rock, hardcore, emo, post_hardcore, grunge",Rock,2001,201226,0.42,0.688,9,-5.642,1,0.0357,0.000219,0.0,0.161,0.55,158.031,4
1239,TRDZSVE128E078E27E,Lament for Atlantis,Mike Oldfield,https://p.scdn.co/mp3-preview/5c040f6a7dbe9050ac717d9b58ec43827e93bb64?cid=774b29d4f13844c495f206cafdad9c86,0eXCRoalrQrUMLYrJwSq1p,"electronic, instrumental, progressive_rock, new_age",New Age,2014,163693,0.494,0.161,6,-15.224,1,0.039,0.272,0.729,0.103,0.0383,117.569,4
436,TRTYYTO12903CA4A34,Doctor Jones,Aqua,https://p.scdn.co/mp3-preview/7c0a5270961f433b6e1a8c96ae7be8399d2d84f4?cid=774b29d4f13844c495f206cafdad9c86,0dN3AP5JMkfGJLyYlfPShW,"pop, dance, 90s",Pop,2009,201933,0.672,0.953,0,-4.18,0,0.0673,0.0688,2.83e-05,0.0461,0.5,139.944,4
770,TRXEYQM128F42920A3,Shamandalie,Sonata Arctica,https://p.scdn.co/mp3-preview/d8499deab8eec3ffdb602232c707a64530fd665c?cid=774b29d4f13844c495f206cafdad9c86,0juoDT0jZWlKkzY7jJT7Gb,"piano, power_metal, symphonic_metal",Metal,2006,234083,0.262,0.494,1,-8.598,0,0.0299,0.464,1.85e-05,0.295,0.249,82.678,4
644,TRCQEDW128E078F467,Electric Church Red House,Jimi Hendrix,https://p.scdn.co/mp3-preview/039f5d5b4e81ad805d0ecf69b56687f00a41c293?cid=774b29d4f13844c495f206cafdad9c86,0m7GMq2WzwF5xP4V5e4zlh,"classic_rock, blues, guitar, blues_rock",Blues,1994,372840,0.365,0.717,7,-10.895,1,0.0684,0.037,0.0634,0.0836,0.532,74.686,3
1119,TRBMLDM12903CE5D08,High Jazz,Trüby Trio,https://p.scdn.co/mp3-preview/30a3e25e512891a13c1711720b296018d8701def?cid=774b29d4f13844c495f206cafdad9c86,6QuHXxAMMb83nVg1z7uPBi,"electronic, chillout, lounge",Electronic,2001,421013,0.777,0.813,7,-9.528,1,0.0409,0.108,0.105,0.297,0.773,118.491,4
905,TRUNOYE128F42614C6,El Paso,Marty Robbins,https://p.scdn.co/mp3-preview/0bde321c4359f861ff60b39354607e4a97f2acd1?cid=774b29d4f13844c495f206cafdad9c86,00FT1Uj5OZ7VN4fFOfbdKS,"country, oldies",Latin,2014,263333,0.663,0.414,2,-11.593,1,0.0358,0.85,3e-05,0.163,0.672,105.767,3
1193,TRNINPZ128F9320188,Going Back to Miami,The Blues Brothers,https://p.scdn.co/mp3-preview/f6c4e90dd9a2aca3694562661e34da8f49360d18?cid=774b29d4f13844c495f206cafdad9c86,1566lqbAszAVnqarGPTVRw,"blues, blues_rock",Blues,2005,179173,0.753,0.382,9,-15.943,1,0.046,0.000372,0.000129,0.191,0.667,118.235,4
404,TRSJSRS128F42A0E8A,Why Don't We Fall In Love,Amerie,https://p.scdn.co/mp3-preview/09472881d6beb38b6584d644833a92f8e7c0ed7f?cid=774b29d4f13844c495f206cafdad9c86,05PuKhbDiWOAt6JbKxo2xB,"soul, hip_hop, rnb",RnB,2014,159626,0.555,0.79,11,-6.566,0,0.115,0.0604,4.19e-05,0.0641,0.631,90.13,4
1303,TRIXLTW128F9345CA0,One Tin Soldier,Me First and the Gimme Gimmes,https://p.scdn.co/mp3-preview/d92e718345a3558bdde3563f2273dac31889ada8?cid=774b29d4f13844c495f206cafdad9c86,0BPM6QOeGipO4S29hbsFIG,"punk, punk_rock, cover, ska",Punk,1997,120893,0.436,0.823,1,-6.262,1,0.0339,4.22e-06,0.00386,0.332,0.318,105.822,4
933,TRTRPHP128F424809F,My Hallelujah Song,Julianne Hough,https://p.scdn.co/mp3-preview/614e3a59a5370f259d594fa8ffb35f4071c3fe07?cid=774b29d4f13844c495f206cafdad9c86,0m05bXfR86dg5h5oNieOiQ,country,Country,2008,209253,0.668,0.678,6,-3.728,1,0.03,0.238,3.5e-06,0.215,0.351,126.879,4
1485,TRSPOSQ128F92D679E,Baby I Want You,Amos Lee,https://p.scdn.co/mp3-preview/d90c6646a76a0964fc030a9cdb00de22cc649f5a?cid=774b29d4f13844c495f206cafdad9c86,2JUB0FUw8yaDhpFsphsxGX,"folk, acoustic",Folk,2010,180866,0.636,0.196,7,-13.646,1,0.0352,0.781,0.000248,0.108,0.317,142.31,4
104,TRDAVOG128F93049AB,The Dreaming Tree,Dave Matthews Band,https://p.scdn.co/mp3-preview/01ad6e7ebfa3f25089d20146dfc2ebb6bfe18e89?cid=774b29d4f13844c495f206cafdad9c86,1om1Avyyn1emEctjwvR7Ms,"rock, progressive_rock, blues",New Age,1998,528133,0.494,0.571,9,-9.095,0,0.0344,0.332,0.00062,0.447,0.417,156.107,1
609,TROLWXE128F421C736,Just Dropped In (To See What Condition My Condition Was In),Kenny Rogers & The First Edition,https://p.scdn.co/mp3-preview/524515fa2791b890ea6a8302d76fccf19b1bae58?cid=774b29d4f13844c495f206cafdad9c86,0EefmOkBitnIdmtoa5bUwu,"classic_rock, soundtrack, psychedelic, 60s, male_vocalists, psychedelic_rock",RnB,1985,200733,0.547,0.51,9,-14.852,0,0.0534,0.392,0.0072,0.14,0.546,115.287,4
1455,TRFMDHN128F4285A49,Negra Presentuosa,Susana Baca,https://p.scdn.co/mp3-preview/d86a0460cce9f80e14db452c77d23ccebf25483c?cid=774b29d4f13844c495f206cafdad9c86,21etaNV0J1xjWVmj9kRLf0,female_vocalists,Latin,1997,256146,0.67,0.255,9,-13.406,0,0.0607,0.738,0.000123,0.102,0.736,112.804,4
688,TRZCMQL128F1455265,Dune,L'Arc~en~Ciel,https://p.scdn.co/mp3-preview/a01cf785472a889c0f437e4b49732d599638ebd1?cid=774b29d4f13844c495f206cafdad9c86,1FW89w3bO1BslS0nRlckSK,japanese,World,2007,304500,0.58,0.933,11,-4.214,0,0.0443,0.00171,7.4e-05,0.153,0.675,109.426,4
948,TRTNKIL128F92E361A,The Greatest Man I Never Knew,Reba McEntire,https://p.scdn.co/mp3-preview/5eb3a453dae2e443ea8342d6614bdbadf09230ee?cid=774b29d4f13844c495f206cafdad9c86,2hxwFZnhH3CFQSUlASjbdS,country,Country,2005,194040,0.37,0.272,1,-11.487,1,0.0296,0.765,0.0,0.11,0.222,168.603,4
931,TRSSNUP128F42B841A,Truth No. 2,Dixie Chicks,https://p.scdn.co/mp3-preview/519f3ad13355bcd36088fcb8bec3c093d57a0ede?cid=774b29d4f13844c495f206cafdad9c86,0EFlg0ooCU8fwhyn1gPxno,country,Country,2002,267760,0.499,0.553,0,-8.296,1,0.0293,0.25,1.44e-06,0.151,0.584,179.832,4
62,TRMGYUV128F92F6C06,I Live With You,Grizzly Bear,https://p.scdn.co/mp3-preview/1d128ccf808ae543dbb7404d072b87e186d00b14?cid=774b29d4f13844c495f206cafdad9c86,66HcbTLAaBgqHsin2IUWws,"electronic, indie, experimental, folk, indie_rock, chillout, psychedelic, hip_hop, american, psychedelic_rock, 00s, chill",Folk,2009,297506,0.3,0.431,6,-8.342,0,0.0349,0.707,0.00231,0.0896,0.0994,125.965,4
281,TRNXUST12903CB5A56,Coming home,Röyksopp,https://p.scdn.co/mp3-preview/1fd8b3ff5dc493e58050747e30d5258f60f50491?cid=774b29d4f13844c495f206cafdad9c86,1z050MAy1P5SiBSHDS6yMV,"electronic, ambient, instrumental, chillout, downtempo",Reggae,2010,305292,0.25,0.339,5,-15.834,1,0.0284,0.832,0.91,0.0832,0.229,80.108,4
778,TRLHRQJ128F424831C,Denia,Manu Chao,https://p.scdn.co/mp3-preview/e7b2312bbf6ba03a6196bfd6386138417fab7587?cid=774b29d4f13844c495f206cafdad9c86,0aQ5WLFnSpqEeTo2LCQ4ja,reggae,Latin,2001,279480,0.657,0.835,4,-6.106,0,0.0327,0.346,0.000341,0.704,0.731,120.015,4
1393,TRAVYPH128F149B902,Assouf,Tinariwen,https://p.scdn.co/mp3-preview/f7c64289c6578b98f91b407060c394999f9c6eff?cid=774b29d4f13844c495f206cafdad9c86,0yjGTOqaksPO13Utt3NKnP,,World,2007,238626,0.411,0.696,9,-6.459,1,0.0766,0.522,0.116,0.0883,0.512,162.872,4
238,TRMKUOZ128F14AF417,Song for My Father,Madlib,https://p.scdn.co/mp3-preview/1bf8e8075a93d962fe51155f6ed7578b4c09a4a3?cid=774b29d4f13844c495f206cafdad9c86,5xDmLdu9ZULvX1O9pv2a6p,"jazz, hip_hop",Pop,2003,346040,0.504,0.625,10,-10.01,0,0.0525,0.51,0.0222,0.654,0.616,125.887,4
223,TRZHXUZ128F4281338,Off The Grid,Beastie Boys,https://p.scdn.co/mp3-preview/19f797004da2803e1c189d400f4005821993dfe6?cid=774b29d4f13844c495f206cafdad9c86,2FPVGorZyLFuGkPlL2bSKT,"jazz, instrumental",Rap,2007,285094,0.372,0.697,5,-11.45,1,0.0754,0.00358,0.874,0.359,0.319,152.151,4
145,TRVXUCH128F4262700,Dance Monkey,Tones And I,https://p.scdn.co/mp3-preview/535ffea66207a0fc07d57fbaea7b5594be797f9b?cid=774b29d4f13844c495f206cafdad9c86,3HCfLj84q3qXdArLlA1dV5,pop,Rap,2019,209438,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,4
1398,TREPTRG128F92FA745,My Life As A Duck,Charlie Winston,https://p.scdn.co/mp3-preview/444af330f111270287227cf984fc809f7d37c6e9?cid=774b29d4f13844c495f206cafdad9c86,1x6WHsTxm2XbwTbA90WsCf,folk,Folk,2009,221573,0.651,0.49,10,-11.47,0,0.0734,0.717,0.0111,0.108,0.626,90.675,4
373,TRAXWLM128F1453E3B,There It Go (The Whistle Song),Juelz Santana,https://p.scdn.co/mp3-preview/b30a27e2cee235ca49293d30e6ebcf1584dd652d?cid=774b29d4f13844c495f206cafdad9c86,0jRWHt3UuKdgIAVyPO6EWw,"dance, rap, hip_hop, 00s",Rap,2005,180493,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,4
1228,TRFPEMC128F42928FE,Eirigh Suas A Stoirin,Máire Brennan,https://p.scdn.co/mp3-preview/da55fb04cfaad4cc9641bc8fdac969792134212c?cid=774b29d4f13844c495f206cafdad9c86,1vmJjsxbG6zuRq5ZWq6AzB,new_age,Folk,2003,241053,0.182,0.253,9,-10.292,1,0.0367,0.957,0.00101,0.129,0.168,109.487,5
118,TRLLVHK128F14676AE,Breathing,Yellowcard,https://p.scdn.co/mp3-preview/c91b5f5c5de9d5506dc56634e66d563f8ac0a3a1?cid=774b29d4f13844c495f206cafdad9c86,0DxN6Ywom8nnndyQXdSBPy,"rock, alternative, alternative_rock, punk, punk_rock, emo",Rock,2003,218706,0.382,0.932,4,-3.726,0,0.0716,3.5e-05,0.0,0.243,0.57,179.581,4
1166,TRJQLUB128F428A608,Defiled,Godflesh,https://p.scdn.co/mp3-preview/724979c8a002bab91f4d8085f07a85b82448623a?cid=774b29d4f13844c495f206cafdad9c86,06OOaFJBinEO5AZSqYPhVj,"industrial, grindcore",Punk,1999,329533,0.538,0.985,10,-3.846,0,0.227,0.0202,0.591,0.223,0.289,147.957,4
250,TRNBZMV128F42B261C,Calling Dr. Love,Kiss,https://p.scdn.co/mp3-preview/4b16158988c4853bf010f6291512fea645e84e1f?cid=774b29d4f13844c495f206cafdad9c86,00m9mrJwPaeYhS0CKNIOGV,"rock, classic_rock, hard_rock, 70s",Country,2004,224880,0.545,0.873,8,-8.37,1,0.128,0.51,2.41e-05,0.334,0.551,127.157,4
1444,TRRNJBC128F4271D5C,Juramento,Compay Segundo,https://p.scdn.co/mp3-preview/0469b2c09ca44c3ce9fd920ab3cca7d1dc1541a0?cid=774b29d4f13844c495f206cafdad9c86,08buOyZEYVCzAUtudpenlk,,Latin,2011,216600,0.671,0.772,0,-2.404,0,0.0408,0.513,5.82e-05,0.174,0.853,135.811,4
1022,TRGEHYN128F931EB14,The Lucid Door,Sirenia,https://p.scdn.co/mp3-preview/ef691eb95a98adc76ad6885592b017e9a4443f65?cid=774b29d4f13844c495f206cafdad9c86,1IZt9xR1qNiYNY0wjIrleq,"gothic_metal, gothic, symphonic_metal",Metal,2009,288613,0.494,0.961,4,-3.193,1,0.0648,0.0204,0.00181,0.31,0.551,135.011,4
9,TRXFYTA128F429364C,Wild Horses,The Rolling Stones,https://p.scdn.co/mp3-preview/95f9ab1dad3bb25b7966684dcd4faec8ae9eba14?cid=774b29d4f13844c495f206cafdad9c86,1hsrmBpddP05q7XvJA8ehw,"rock, classic_rock, british, 70s, blues_rock",Pop,2011,344386,0.443,0.309,7,-9.75,1,0.0267,0.666,0.000785,0.0813,0.178,140.749,4
449,TRWKKMZ128F1492D5B,Slide It In,Whitesnake,https://p.scdn.co/mp3-preview/e60aeca3976e814ebdda5b2885a334398d7d3cd4?cid=774b29d4f13844c495f206cafdad9c86,06BpuMuUMCXkF8pTarmtzU,"hard_rock, 80s, heavy_metal",Rock,2013,226905,0.273,0.947,0,-5.434,1,0.102,8.21e-06,0.01,0.82,0.441,133.569,4
882,TRLOIMO128F42AC94F,Let Me Take You There,Plain White T's,https://p.scdn.co/mp3-preview/11b27c68c2d7d8be8d0a41a1218aafbca7ad0ac7?cid=774b29d4f13844c495f206cafdad9c86,3ewK5ZfOAEaIUEc7utEot3,"rock, alternative, indie_pop, emo, love, beautiful, pop_rock, chill",Rock,2006,226320,0.481,0.735,9,-5.128,1,0.0321,0.215,0.0776,0.324,0.169,125.567,4
708,TRPAAPI128F92E1704,A New Age,Xandria,https://p.scdn.co/mp3-preview/9d0c911360971e776bf50d7a7d325bc3bd30dcd9?cid=774b29d4f13844c495f206cafdad9c86,2Rc1JmBCqyAQ68ep62B9m6,"german, gothic_metal, gothic, symphonic_metal",Metal,2007,217880,0.57,0.882,2,-4.392,1,0.0461,0.00137,0.000121,0.153,0.512,118.001,4
255,TRXMDGW128F426CDB3,Alberta,Eric Clapton,https://p.scdn.co/mp3-preview/97eda6780d952e1bcda840cb841105da144cf1f4?cid=774b29d4f13844c495f206cafdad9c86,0TyCUtXTnUGFj6Ka1obZfX,"classic_rock, blues, acoustic, guitar, blues_rock",Blues,1999,167333,0.545,0.178,0,-16.385,1,0.0311,0.694,0.000343,0.107,0.336,113.258,3
593,TRKBBNU128F42761AA,It's in My Blood,Coil,https://p.scdn.co/mp3-preview/43f3c15c0d18aff3b526048b34afdec347181e88?cid=774b29d4f13844c495f206cafdad9c86,19noEjq7sE2LFKxg9zXjZH,"experimental, industrial, dark_ambient, avant_garde",RnB,2016,291413,0.52,0.301,2,-9.57,1,0.0308,0.000246,0.127,0.14,0.0498,120.059,4
389,TRIDUFB128F9331638,Thug Style,Ciara,https://p.scdn.co/mp3-preview/2cb34cff07f5fd211e415ff9fd20683d721c7bf9?cid=774b29d4f13844c495f206cafdad9c86,4DmPkAO2YzzmIjr2O9Px34,"hip_hop, rnb, love",Rap,2005,265413,0.832,0.425,5,-9.246,1,0.234,0.0987,8.71e-06,0.109,0.609,84.008,4
1087,TROTZEL128F147F7F1,Pygmalion,Venetian Snares,https://p.scdn.co/mp3-preview/10fcb305e1d58eaaea80aed2df3c063c3934d50f?cid=774b29d4f13844c495f206cafdad9c86,2efUGcTiVWIGd7VsKkrHHF,"idm, noise",Jazz,2001,413036,0.518,0.948,4,-4.098,0,0.343,0.189,0.771,0.0952,0.0394,107.09,1
1200,TRERUAJ128E078957C,Hermeto's Daydream,"Medeski, Martin and Wood",https://p.scdn.co/mp3-preview/16885ddd1599cc0eb0e7ccc10ec2b8b746a51f83?cid=774b29d4f13844c495f206cafdad9c86,1rtMdoIcl0BY1Zyb6mVyXs,"jazz, experimental, avant_garde",Jazz,1992,432786,0.356,0.607,9,-13.897,1,0.0553,0.617,0.432,0.0807,0.345,147.878,4
557,TRZAXHT128F146991C,Go Deep,Janet Jackson,https://p.scdn.co/mp3-preview/719b9e1bec208038c897d879f91a900b7b693a8e?cid=774b29d4f13844c495f206cafdad9c86,1Gav42Y5dPgLeVtCes6twQ,"pop, female_vocalists, dance, soul, 90s, funk, rnb",RnB,2009,283013,0.904,0.647,8,-2.892,0,0.0582,0.0345,0.00838,0.154,0.792,102.078,4
1287,TRRWHAJ128F146A2B6,Heart of the Ocean,Gaelic Storm,https://p.scdn.co/mp3-preview/7c5158990aacd95f41a2bbdcea61bb4e3c2190bb?cid=774b29d4f13844c495f206cafdad9c86,5WmVe8Y6ApOdncK9uIoF3z,"folk, new_age",Folk,1999,269706,0.576,0.435,3,-9.932,1,0.0307,0.284,0.00102,0.117,0.443,83.468,4
839,TRMDKWH128F42513A6,Kings Of Kings,Jah Mason,https://p.scdn.co/mp3-preview/edc95a17610a0e7b881786f01ff47921c5fac5a6?cid=774b29d4f13844c495f206cafdad9c86,3MjTHbILTizx20UsUHnOWc,reggae,Reggae,2011,239773,0.611,0.409,9,-11.316,0,0.17,0.154,0.0,0.0732,0.503,66.649,4
460,TRVCUVB128F1452972,Bertie,Kate Bush,https://p.scdn.co/mp3-preview/a4a65bcab801ef7d03512adbf8cf48c1178c412a?cid=774b29d4f13844c495f206cafdad9c86,0YhFsUc6rI7k08F2hYsdZq,"alternative, pop, female_vocalists, singer_songwriter, progressive_rock",Pop,2005,258843,0.439,0.247,1,-15.41,0,0.0414,0.932,5.87e-05,0.122,0.355,115.596,4
723,TRCGWSO128F42A3643,Love Life,Fatboy Slim,https://p.scdn.co/mp3-preview/4ee8301d0288c63b69f60d45c9a02daed9071c96?cid=774b29d4f13844c495f206cafdad9c86,2LQAuiKWdRKXHmFkl7G4bg,"electronic, chillout, funk, techno, lounge",Pop,2000,418986,0.758,0.876,1,-7.53,0,0.203,0.281,0.00309,0.18,0.683,89.784,4
1381,TRXEIRM128EF346710,Loucura,Mariza,https://p.scdn.co/mp3-preview/5cc2993fac9ecbe381d98f3be703d5aa04848771?cid=774b29d4f13844c495f206cafdad9c86,190iXp2Kdem8WpjfWAE5Bl,,World,2014,208826,0.591,0.21,3,-10.523,0,0.0417,0.79,1.27e-05,0.0995,0.422,116.502,4
144,TRQJLCO128F42BCC0A,"Jumpin', Jumpin'",Destiny's Child,https://p.scdn.co/mp3-preview/900921fe7ea36b001edc1c21f146c4732ff43032?cid=774b29d4f13844c495f206cafdad9c86,00d4LaLc5pWPeQRJF4kPDj,"pop, female_vocalists, dance, soul, 90s, hip_hop, rnb, 00s",RnB,2012,227946,0.776,0.719,1,-4.22,1,0.0531,0.00598,0.00096,0.0359,0.691,88.978,4
501,TRAXOQD12903CDD59D,Pure Hatred,Chimaira,https://p.scdn.co/mp3-preview/c3f7101a7a1284fff69a25761f7385fd73e1756e?cid=774b29d4f13844c495f206cafdad9c86,2qqhQoaZkY5o68AJiI1ciu,"metal, heavy_metal, hardcore, thrash_metal, metalcore, progressive_metal, nu_metal",Metal,2003,256720,0.522,0.919,2,-5.748,1,0.0396,5.33e-06,0.00154,0.0636,0.322,90.013,4
1098,TRNYPYE128F935383F,The botten is nådd,Timbuktu,https://p.scdn.co/mp3-preview/8d92a9bea6cb38041f390a2fb75021570184f670?cid=774b29d4f13844c495f206cafdad9c86,0JDp7p99FSja52T0YBLupR,"rap, hip_hop, swedish",Rap,2003,231626,0.79,0.822,0,-7.464,1,0.17,0.666,0.0,0.8,0.857,100.024,4
739,TRCQDWE128F4213DE0,Imagination,Belouis Some,https://p.scdn.co/mp3-preview/665f771ba9bd13ffa33c8f6e02abb46573cee0a5?cid=774b29d4f13844c495f206cafdad9c86,0DJFfzpoWz0wiaBzqcSeuh,"80s, new_wave",Jazz,1988,214613,0.663,0.787,5,-10.812,0,0.04,0.378,0.00208,0.0335,0.795,108.166,4
1384,TRTVEZZ128F14541C3,A Csitari Hegyek Alatt,Oi Va Voi,https://p.scdn.co/mp3-preview/dfe713f9ecaa9b5111a1c83dc49a422655a033dd?cid=774b29d4f13844c495f206cafdad9c86,0rUfeYYEryCZkBZw0ZtahO,"chillout, trip_hop",World,2003,255480,0.588,0.455,10,-12.44,1,0.0287,0.201,0.00264,0.0993,0.185,136.494,4
731,TRCYMZH128F9313CF4,Xica Da Silva,Jorge Ben,https://p.scdn.co/mp3-preview/81cabfc552bd2b86355cd0807d625d35abd44c2d?cid=774b29d4f13844c495f206cafdad9c86,07p5eC4vj6wTz2Y7BhPSD5,funk,Latin,2012,185026,0.627,0.487,4,-10.826,0,0.0845,0.779,7.5e-06,0.422,0.885,125.222,4
539,TRONHPC128F42884E1,Where I Wanna Be,Donell Jones,https://p.scdn.co/mp3-preview/dba288fa2941bcbf369f7daa6ba45c00a9681e13?cid=774b29d4f13844c495f206cafdad9c86,22InPzXtMyorB2t9kz4drK,"soul, rnb, love, mellow",RnB,2014,249215,0.657,0.357,5,-10.162,0,0.0295,0.523,0.0,0.11,0.439,102.15,4
177,TRXCMYF128E079216A,Deliverance,Opeth,https://p.scdn.co/mp3-preview/783044b84fab11b29992245d2686fb7503ca5b0b?cid=774b29d4f13844c495f206cafdad9c86,1X6H9X787IA9P4JLDkoL3p,"metal, death_metal, progressive_metal, melodic_death_metal",Rap,2002,816266,0.279,0.973,4,-3.999,0,0.0482,0.000272,0.726,0.221,0.28,97.08,4
1446,TRHOHWX12903CF6C70,La Juma de Ayer,Compay Segundo,https://p.scdn.co/mp3-preview/80e65a71926a7e758861506075c84a0fc59fe312?cid=774b29d4f13844c495f206cafdad9c86,004DCbObMToUiA5a17enh7,jazz,Latin,2008,168920,0.609,0.828,5,-4.694,1,0.143,0.419,6.72e-05,0.0566,0.867,104.029,4
697,TRMIHMF12903CF4481,Bedlam Sticks,Diablo Swing Orchestra,https://p.scdn.co/mp3-preview/ddceea05b4f3ee244cb42abb958b91aa7d6b9b56?cid=774b29d4f13844c495f206cafdad9c86,1XbyzAPxnLujSBsiMgc9nK,"metal, progressive_metal, symphonic_metal, avant_garde",Metal,2009,209173,0.384,0.857,8,-6.849,1,0.17,0.00308,0.226,0.635,0.703,166.23,4
940,TRLZLFK128F4269F92,Still Be Around,Uncle Tupelo,https://p.scdn.co/mp3-preview/6d582f457bec3384d1ba38f0b15ecc835712573d?cid=774b29d4f13844c495f206cafdad9c86,04n9gVsi2oNJia3fmxP643,country,Country,1991,164293,0.359,0.412,4,-9.717,1,0.0292,0.811,7.31e-06,0.329,0.332,111.106,4
1049,TRRJATE128F1458516,Iceman,Albert Collins,https://p.scdn.co/mp3-preview/6aca0490557c99432a5d47c5831cd82b790b9095?cid=774b29d4f13844c495f206cafdad9c86,1KYqoIqZEAiTUIUsr4sUzK,"blues, guitar, blues_rock",Blues,2005,179932,0.595,0.768,5,-9.54,1,0.0505,0.0603,0.474,0.923,0.674,124.494,4
922,TRSLOXT128F428F202,Who Wouldn't Wanna Be Me,Keith Urban,https://p.scdn.co/mp3-preview/6812f38c26087c8063a75173e6379fb00556af79?cid=774b29d4f13844c495f206cafdad9c86,3fFSBcjVJn6POSCOdm20H0,country,Country,2002,255746,0.656,0.792,2,-6.65,1,0.039,0.171,0.0016,0.0357,0.885,119.791,4
